MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
20.0,,70,9170.0,Pave,,Reg,Lvl,AllPub,,Gtl,Edwards,Feedr,Norm,1Fam,,,,1965.0,,Hip,CompShg,,MetalSd,,0,TA,TA,,TA,,,ALQ,698.0,GLQ,96.0,420.0,1214.0,,Ex,Y,,1214.0,0.0,0.0,1214.0,1.0,0.0,1.0,0.0,2.0,1.0,,6.0,Typ,0.0,,,1965,,2.0,461.0,Fa,Fa,,0.0,0.0,184.0,0.0,0.0,,NA,GdPrv,,400.0,4.0,,WD,Normal,140000
30.0,RL,60,10200.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5.0,8.0,1940.0,,,CompShg,,Wd Sdng,None,0,,,,TA,TA,No,,0.0,,0.0,,,GasA,Ex,Y,SBrkr,672.0,0.0,0.0,672.0,0.0,,1.0,0.0,2.0,,TA,4.0,Typ,0.0,NA,Detchd,1940,Unf,1.0,,TA,TA,,168.0,,0.0,0.0,0.0,0.0,,GdPrv,,0.0,8.0,2008.0,WD,,108000
,RL,92,10120.0,,NA,,Lvl,AllPub,Inside,,NoRidge,Norm,Norm,,2Story,8.0,5.0,1994.0,1994.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,391,,TA,PConc,Gd,,No,GLQ,740.0,Unf,0.0,425.0,,GasA,Ex,Y,SBrkr,1203.0,1323.0,0.0,2526.0,1.0,0.0,2.0,1.0,4.0,1.0,Gd,8.0,Typ,1.0,TA,Attchd,,,3.0,844.0,TA,TA,,309.0,,,0.0,0.0,0.0,NA,NA,NA,0.0,12.0,2006.0,WD,Normal,290000
60.0,RL,65,8158.0,,NA,Reg,Lvl,AllPub,,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7.0,5.0,,2003.0,Gable,CompShg,VinylSd,VinylSd,,252,,TA,,Gd,TA,No,,550.0,Unf,0.0,334.0,,GasA,,Y,SBrkr,884.0,884.0,0.0,1768.0,,0.0,2.0,1.0,3.0,,Gd,,Typ,0.0,NA,Attchd,2003,RFn,2.0,543.0,TA,,,0.0,63.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,7.0,2008.0,WD,Normal,224900
30.0,,60,,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,,Norm,Norm,,1Story,4.0,7.0,1885.0,,Mansard,CompShg,VinylSd,VinylSd,None,,,TA,BrkTil,,TA,No,Unf,,Unf,0.0,641.0,641.0,GasA,,Y,,1047.0,,0.0,,,0.0,1.0,0.0,,1.0,TA,6.0,,,,Detchd,1954,Unf,1.0,,Fa,,N,0.0,0.0,0.0,0.0,0.0,,,NA,Shed,450.0,8.0,2007.0,WD,Normal,100000
70.0,RL,78,,Pave,NA,Reg,HLS,AllPub,,Mod,Crawfor,Norm,Norm,,2Story,,6.0,,1998.0,,CompShg,BrkFace,Wd Sdng,None,0,TA,TA,PConc,,TA,Mn,BLQ,,Unf,0.0,537.0,965.0,GasA,TA,Y,SBrkr,1940.0,1254.0,,3194.0,0.0,,2.0,1.0,,,TA,10.0,Typ,2.0,Gd,Basment,,,2.0,380.0,TA,,Y,,0.0,,0.0,0.0,,NA,NA,NA,0.0,9.0,2007.0,WD,Alloca,359100
,RL,56,,,NA,,Lvl,,,Gtl,NridgHt,Norm,Norm,1Fam,,9.0,,,2006.0,,CompShg,,,BrkFace,870,Ex,TA,,Ex,TA,No,GLQ,1410.0,,0.0,,,GasA,Ex,,SBrkr,1848.0,880.0,0.0,2728.0,1.0,0.0,2.0,1.0,4.0,1.0,Ex,10.0,,2.0,Ex,Attchd,2006,Fin,3.0,706.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,NA,,0.0,4.0,2006.0,New,,437154
,RL,,,,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,,1Fam,1Story,5.0,7.0,1966.0,1966.0,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,,No,,,,0.0,192.0,,,,Y,,,0.0,0.0,,1.0,0.0,1.0,0.0,,1.0,TA,6.0,Typ,0.0,,,1966,Unf,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,,MnPrv,NA,0.0,1.0,2007.0,,Normal,127000
20.0,RL,75,14559.0,,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,,,,5.0,7.0,1951.0,,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,70,Gd,TA,CBlock,,TA,No,BLQ,650.0,,180.0,178.0,1008.0,,,Y,SBrkr,1363.0,,0.0,1363.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,,Min1,2.0,TA,CarPort,,Unf,1.0,288.0,TA,TA,Y,324.0,,0.0,,168.0,0.0,NA,NA,Shed,,6.0,2009.0,WD,Normal,164900
50.0,RL,45,,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,,Norm,Norm,1Fam,1.5Fin,5.0,7.0,1918.0,1950.0,Gable,CompShg,Stucco,Stucco,,0,TA,TA,,,,,Unf,0.0,Unf,0.0,686.0,686.0,GasW,Gd,Y,SBrkr,686.0,564.0,0.0,1250.0,0.0,1.0,1.0,,,1.0,Fa,,Typ,0.0,,Detchd,1955,,,,,TA,P,207.0,,,0.0,0.0,0.0,NA,NA,NA,0.0,,2006.0,WD,Normal,116000
85.0,,,9180.0,Pave,NA,IR1,Lvl,,CulDSac,Gtl,SawyerW,Norm,,1Fam,SFoyer,5.0,7.0,1983.0,1983.0,,CompShg,HdBoard,,None,0,TA,TA,CBlock,Gd,,,ALQ,747.0,LwQ,93.0,,,,,,SBrkr,884.0,0.0,0.0,884.0,1.0,,,0.0,2.0,,Gd,5.0,Typ,,NA,,1983,RFn,2.0,504.0,TA,Gd,Y,240.0,0.0,0.0,0.0,0.0,0.0,NA,,,0.0,12.0,2007.0,WD,,144000
,,71,9187.0,Pave,NA,Reg,Bnk,,Corner,Gtl,,Norm,Norm,1Fam,1Story,6.0,5.0,1983.0,1983.0,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,PConc,TA,,No,ALQ,336.0,Unf,,748.0,1084.0,GasA,TA,Y,SBrkr,1080.0,0.0,0.0,1080.0,0.0,,,1.0,,1.0,,5.0,Typ,0.0,,Attchd,1983,Unf,,484.0,,TA,Y,,0.0,158.0,0.0,0.0,0.0,NA,NA,NA,0.0,6.0,2007.0,WD,Normal,134000
160.0,,24,2572.0,Pave,NA,,Lvl,AllPub,,,Somerst,Norm,Norm,Twnhs,2Story,7.0,5.0,1999.0,1999.0,,,MetalSd,,None,0,Gd,TA,PConc,Gd,,No,ALQ,,Unf,0.0,92.0,,GasA,Ex,,SBrkr,696.0,720.0,0.0,1416.0,,0.0,2.0,,3.0,1.0,Gd,,Typ,0.0,,Detchd,1999,Unf,2.0,484.0,TA,TA,Y,0.0,44.0,0.0,0.0,0.0,0.0,,NA,,0.0,5.0,2010.0,WD,Normal,155000
120.0,RM,36,,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,,Norm,Norm,TwnhsE,1Story,,,2003.0,2003.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,170,Gd,TA,,,TA,Av,GLQ,659.0,Unf,0.0,189.0,848.0,GasA,Ex,,,848.0,0.0,0.0,,,0.0,1.0,0.0,1.0,1.0,,3.0,Typ,,NA,Attchd,2003,Fin,2.0,420.0,TA,TA,Y,140.0,,0.0,0.0,0.0,,NA,NA,NA,0.0,11.0,2007.0,WD,Normal,131500
60.0,RL,60,7500.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,,7.0,5.0,1999.0,,Gable,CompShg,VinylSd,VinylSd,None,,TA,TA,,TA,TA,,Unf,,Unf,,994.0,994.0,,,,,1028.0,776.0,0.0,1804.0,0.0,0.0,2.0,1.0,,1.0,Gd,7.0,Typ,,,Attchd,1999,Fin,2.0,442.0,TA,TA,Y,140.0,60.0,0.0,0.0,,,,NA,NA,0.0,6.0,,WD,Normal,189000
60.0,RL,82,9452.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,,Norm,1Fam,2Story,,5.0,1997.0,1998.0,Gable,CompShg,VinylSd,,,,Gd,TA,PConc,,TA,,GLQ,1074.0,Unf,0.0,322.0,,GasA,Ex,Y,SBrkr,,985.0,0.0,,,0.0,2.0,1.0,3.0,1.0,Gd,7.0,,1.0,TA,Attchd,1997,Fin,3.0,870.0,,TA,Y,0.0,,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,6.0,,WD,Normal,348000
20.0,RL,,7800.0,,NA,Reg,,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,2Story,5.0,8.0,1948.0,2002.0,Gable,CompShg,,MetalSd,None,0,TA,Gd,CBlock,TA,,No,,,Unf,0.0,293.0,,GasA,,,,1112.0,896.0,0.0,2008.0,,0.0,3.0,0.0,3.0,,Ex,8.0,Typ,0.0,NA,Attchd,,,1.0,230.0,TA,TA,,103.0,0.0,0.0,0.0,0.0,0.0,NA,NA,,0.0,,2006.0,WD,Normal,225000
20.0,,,13286.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,,Norm,1Fam,1Story,9.0,5.0,,2008.0,Hip,,CemntBd,CmentBd,Stone,340,Ex,TA,PConc,,TA,No,GLQ,,Unf,,,,GasA,Ex,Y,SBrkr,1698.0,,,1698.0,1.0,,2.0,0.0,,,Ex,8.0,,,,Attchd,2007,Fin,3.0,,,TA,Y,327.0,64.0,0.0,0.0,0.0,0.0,NA,NA,,0.0,2.0,,WD,,320000
120.0,RL,53,,Pave,NA,Reg,Lvl,AllPub,,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,,5.0,,2007.0,Gable,CompShg,WdShing,Wd Shng,,72,Gd,TA,PConc,Ex,TA,,,0.0,Unf,0.0,1258.0,1258.0,,Ex,Y,SBrkr,1258.0,0.0,0.0,,0.0,0.0,2.0,0.0,,1.0,,6.0,,1.0,,Attchd,2007,,3.0,648.0,TA,TA,Y,144.0,16.0,,0.0,,0.0,NA,NA,NA,,6.0,,New,Partial,172500
,RM,,5100.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8.0,7.0,1925.0,1996.0,Hip,CompShg,,Wd Shng,None,,TA,,PConc,,,,Unf,,Unf,0.0,588.0,588.0,GasA,Fa,Y,SBrkr,833.0,,0.0,1666.0,0.0,,1.0,0.0,3.0,1.0,Gd,7.0,Typ,1.0,,Detchd,1925,Unf,1.0,228.0,TA,TA,Y,192.0,63.0,0.0,0.0,0.0,0.0,NA,MnPrv,NA,0.0,6.0,2008.0,WD,Normal,161000
80.0,RL,NA,10448.0,Pave,NA,IR1,Lvl,AllPub,,,,Norm,Norm,1Fam,,6.0,6.0,1972.0,1972.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,333,TA,TA,CBlock,TA,TA,,Unf,0.0,Unf,0.0,,,GasA,TA,Y,SBrkr,1378.0,741.0,0.0,2119.0,0.0,0.0,2.0,1.0,,1.0,TA,7.0,Typ,1.0,TA,Attchd,1972,RFn,2.0,583.0,TA,TA,Y,0.0,104.0,0.0,0.0,0.0,0.0,NA,GdPrv,NA,,8.0,2009.0,COD,Abnorml,158000
20.0,RL,75,9986.0,Pave,,Reg,Lvl,AllPub,,,Somerst,,Norm,,1Story,,5.0,,2007.0,,,,VinylSd,BrkFace,428,Gd,TA,PConc,Ex,TA,,Unf,0.0,Unf,0.0,1795.0,1795.0,GasA,Ex,Y,SBrkr,1795.0,0.0,0.0,1795.0,0.0,0.0,2.0,0.0,2.0,1.0,Gd,,Typ,1.0,Gd,,2007,RFn,3.0,895.0,TA,TA,,0.0,49.0,,0.0,0.0,,NA,NA,,0.0,2.0,,New,Partial,147000
160.0,,24,2522.0,Pave,NA,Reg,Lvl,,Inside,,Edwards,Norm,Norm,Twnhs,2Story,7.0,5.0,2004.0,2004.0,Gable,CompShg,VinylSd,VinylSd,,50,Gd,TA,PConc,,TA,No,Unf,,Unf,0.0,970.0,970.0,GasA,Ex,Y,,970.0,,0.0,1709.0,0.0,0.0,2.0,0.0,,1.0,Gd,7.0,Maj1,0.0,,Detchd,2004,Unf,,380.0,TA,TA,Y,0.0,40.0,0.0,0.0,0.0,0.0,,NA,NA,,,,WD,Normal,130000
90.0,,,7596.0,Pave,Grvl,Reg,,AllPub,Inside,Gtl,OldTown,Artery,Norm,Duplex,2Story,5.0,5.0,1952.0,1952.0,Hip,CompShg,Wd Sdng,Wd Sdng,,360,TA,,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,960.0,,,,Y,SBrkr,960.0,1000.0,0.0,1960.0,0.0,0.0,2.0,0.0,,2.0,TA,10.0,,0.0,NA,Detchd,,Unf,2.0,400.0,TA,,N,0.0,0.0,0.0,0.0,,0.0,,NA,,0.0,7.0,2009.0,COD,Normal,124500
60.0,FV,75,,Pave,NA,Reg,Lvl,,Inside,Gtl,Somerst,,,1Fam,2Story,7.0,,2005.0,2005.0,Gable,CompShg,VinylSd,,None,0,Gd,TA,PConc,Gd,,No,GLQ,400.0,Unf,,466.0,866.0,GasA,Gd,,SBrkr,866.0,902.0,0.0,1768.0,0.0,0.0,2.0,,3.0,1.0,Gd,7.0,Typ,0.0,NA,Attchd,2005,RFn,2.0,603.0,TA,TA,Y,0.0,108.0,0.0,0.0,,0.0,NA,NA,NA,0.0,2.0,,WD,Normal,226700
50.0,,NA,3950.0,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6.0,8.0,1926.0,,Gable,CompShg,MetalSd,MetalSd,None,0,TA,,CBlock,TA,TA,No,,468.0,Unf,0.0,350.0,818.0,GasA,TA,Y,SBrkr,,,0.0,,0.0,0.0,1.0,0.0,3.0,1.0,,5.0,,0.0,NA,Detchd,,Unf,1.0,,TA,TA,N,,0.0,116.0,,0.0,,NA,NA,NA,0.0,,2009.0,WD,Normal,115000
,RL,85,11103.0,Pave,NA,IR1,,AllPub,Corner,Gtl,CollgCr,Norm,Norm,,2Story,7.0,5.0,,,Gable,CompShg,,VinylSd,,,Gd,TA,PConc,Gd,TA,No,,0.0,Unf,0.0,,728.0,,Ex,Y,SBrkr,728.0,,0.0,,0.0,0.0,2.0,1.0,3.0,,Gd,8.0,Typ,,TA,,2006,Fin,,440.0,,TA,Y,,0.0,0.0,0.0,,,NA,NA,NA,0.0,7.0,2007.0,New,,155835
60.0,RL,90,,,NA,Reg,Lvl,AllPub,Inside,,NWAmes,Norm,Norm,1Fam,2Story,6.0,7.0,1974.0,1997.0,Gable,CompShg,HdBoard,,,,TA,TA,CBlock,,,No,ALQ,956.0,Rec,182.0,384.0,1522.0,,TA,Y,SBrkr,1548.0,1066.0,,2614.0,,0.0,2.0,1.0,4.0,1.0,,9.0,Typ,1.0,TA,Attchd,,RFn,2.0,624.0,TA,TA,Y,38.0,,0.0,0.0,0.0,,NA,NA,,0.0,6.0,,WD,Normal,240000
,RL,,9965.0,,,Reg,Lvl,AllPub,Inside,Gtl,,,Norm,1Fam,,7.0,5.0,2007.0,2007.0,,,VinylSd,VinylSd,Stone,,Gd,TA,PConc,Ex,TA,Av,,984.0,Unf,0.0,,,GasA,Ex,,SBrkr,1282.0,1414.0,0.0,,1.0,0.0,2.0,1.0,4.0,1.0,Ex,10.0,,,Gd,BuiltIn,2007,Fin,3.0,792.0,TA,TA,Y,120.0,184.0,0.0,0.0,168.0,0.0,,NA,NA,0.0,10.0,2007.0,New,Partial,383970
60.0,,93,10261.0,Pave,NA,IR1,,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6.0,5.0,2000.0,2000.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,318,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,,,936.0,,Ex,Y,,,830.0,0.0,,1.0,0.0,2.0,1.0,3.0,1.0,TA,8.0,Typ,1.0,TA,Attchd,2000,Fin,,451.0,,TA,Y,0.0,0.0,0.0,0.0,0.0,,NA,NA,NA,0.0,,,WD,,186500
60.0,RL,80,9938.0,Pave,NA,Reg,Lvl,,Inside,Gtl,,Norm,Norm,1Fam,2Story,7.0,5.0,1993.0,,Gable,,MetalSd,MetalSd,,,Gd,TA,PConc,,TA,No,GLQ,750.0,,,300.0,1050.0,,Ex,Y,,1062.0,887.0,0.0,1949.0,1.0,0.0,2.0,1.0,3.0,,Gd,8.0,Typ,1.0,TA,Attchd,1993,Fin,2.0,574.0,TA,,,156.0,90.0,,,0.0,,,GdPrv,NA,0.0,6.0,2010.0,WD,Normal,236000
30.0,RL,,4060.0,,NA,Reg,Lvl,AllPub,,Gtl,,Feedr,Norm,1Fam,1Story,5.0,8.0,1922.0,1950.0,Gable,,Wd Sdng,Wd Sdng,None,,,TA,PConc,Fa,TA,No,Unf,,Unf,0.0,864.0,864.0,GasA,Ex,Y,,864.0,0.0,0.0,864.0,0.0,0.0,1.0,0.0,,1.0,,,,0.0,NA,NA,NA,NA,0.0,,NA,NA,Y,0.0,96.0,0.0,0.0,0.0,,NA,NA,,0.0,7.0,2009.0,WD,Normal,99900
,,,,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,8.0,1965.0,2008.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,300,TA,TA,CBlock,TA,TA,No,,595.0,Unf,0.0,,912.0,GasA,Ex,,SBrkr,912.0,0.0,0.0,,1.0,0.0,,0.0,2.0,,Gd,5.0,,0.0,NA,Detchd,1992,Unf,,576.0,,TA,Y,0.0,240.0,0.0,0.0,,0.0,,,NA,,12.0,,WD,Normal,147000
20.0,,80,8400.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,,1Fam,1Story,6.0,9.0,1962.0,2005.0,,CompShg,Wd Sdng,Wd Sdng,BrkFace,,Gd,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,,1319.0,,,Y,SBrkr,,0.0,0.0,1537.0,1.0,0.0,1.0,,3.0,1.0,Gd,7.0,Typ,1.0,Gd,,1962,RFn,,462.0,TA,TA,Y,0.0,36.0,0.0,0.0,,0.0,,GdPrv,NA,0.0,7.0,2008.0,COD,Abnorml,174000
120.0,,43,3182.0,Pave,NA,Reg,Lvl,AllPub,Inside,,Blmngtn,Norm,Norm,TwnhsE,1Story,8.0,5.0,,2005.0,Gable,,,VinylSd,BrkFace,,Gd,,PConc,Gd,TA,No,GLQ,24.0,Unf,,,1256.0,GasA,Ex,Y,SBrkr,1269.0,0.0,0.0,,0.0,0.0,,0.0,2.0,1.0,Gd,,Typ,1.0,TA,Attchd,2004,Fin,2.0,430.0,TA,TA,Y,146.0,20.0,0.0,0.0,144.0,0.0,NA,NA,NA,0.0,4.0,2010.0,WD,Normal,192000
20.0,RL,66,12400.0,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6.0,,,1998.0,Hip,,Wd Sdng,Wd Sdng,BrkFace,176,TA,TA,CBlock,TA,Fa,No,Rec,585.0,Unf,0.0,630.0,1215.0,GasA,,Y,FuseA,1215.0,0.0,0.0,1215.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,NA,Attchd,1958,Unf,1.0,297.0,TA,TA,Y,0.0,0.0,0.0,0.0,234.0,0.0,NA,NA,NA,0.0,6.0,2009.0,WD,Normal,155000
,RL,,5000.0,Pave,Pave,,Lvl,AllPub,Inside,Gtl,SWISU,,Norm,,,5.0,,1924.0,,Gable,,BrkFace,Wd Sdng,None,0,TA,TA,,TA,,No,,218.0,Unf,,808.0,1026.0,,TA,Y,SBrkr,,665.0,0.0,1691.0,0.0,0.0,,0.0,,1.0,Gd,6.0,Typ,1.0,,Detchd,1924,Unf,1.0,308.0,TA,TA,Y,0.0,0.0,242.0,0.0,0.0,0.0,NA,NA,NA,0.0,5.0,2010.0,,Normal,127000
60.0,RL,,,,NA,IR1,,AllPub,Inside,Gtl,,,,1Fam,,,5.0,1998.0,1999.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,,Gd,,,,TA,Av,ALQ,252.0,Unf,,901.0,1153.0,GasA,Ex,Y,SBrkr,1153.0,878.0,0.0,2031.0,0.0,0.0,2.0,1.0,3.0,1.0,,,Typ,1.0,TA,Attchd,1998,,2.0,541.0,TA,TA,,192.0,,0.0,0.0,0.0,,,,,0.0,,2008.0,,Normal,222500
60.0,FV,85,11003.0,Pave,,Reg,Lvl,AllPub,Inside,,Somerst,Norm,,,2Story,10.0,5.0,2008.0,,,CompShg,VinylSd,VinylSd,Stone,160,,TA,PConc,Ex,TA,,GLQ,,Unf,0.0,,1017.0,,,Y,SBrkr,1026.0,,0.0,2007.0,1.0,0.0,2.0,1.0,,1.0,Ex,,Typ,1.0,,Attchd,2008,Fin,3.0,812.0,TA,TA,Y,168.0,52.0,0.0,0.0,,0.0,NA,NA,NA,,4.0,,WD,Normal,310000
20.0,RL,77,,Pave,NA,Reg,,AllPub,,Mod,Mitchel,Norm,Norm,1Fam,,5.0,5.0,,1975.0,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,,Gd,,Av,,1071.0,LwQ,123.0,195.0,1389.0,GasA,Gd,Y,SBrkr,1389.0,0.0,0.0,1389.0,1.0,0.0,,0.0,2.0,1.0,TA,6.0,Typ,,,Attchd,1975,,2.0,418.0,TA,TA,Y,,,0.0,,,,NA,NA,NA,,4.0,2006.0,WD,,170000
190.0,,68,10880.0,,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1Story,5.0,5.0,,,Gable,CompShg,MetalSd,,None,0,,TA,CBlock,,TA,No,,1040.0,Unf,0.0,,1164.0,GasW,,N,SBrkr,1164.0,0.0,0.0,1164.0,1.0,0.0,1.0,,,1.0,,5.0,Typ,0.0,NA,Detchd,,,,240.0,TA,TA,Y,0.0,,0.0,,0.0,0.0,NA,NA,NA,0.0,8.0,,ConLD,,125000
50.0,RM,,12150.0,,Grvl,Reg,Lvl,AllPub,Inside,,OldTown,Norm,Norm,1Fam,,5.0,5.0,,1954.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,335,TA,TA,BrkTil,TA,TA,,Unf,,Unf,0.0,1050.0,1050.0,GasA,,N,FuseF,1050.0,745.0,0.0,1795.0,0.0,0.0,,0.0,,,,7.0,Typ,,NA,,1954,,1.0,352.0,,TA,Y,0.0,0.0,0.0,0.0,,0.0,NA,,NA,,11.0,2008.0,,Normal,131500
30.0,,50,8765.0,,Grvl,,Lvl,,Inside,,IDOTRR,Norm,Norm,,1Story,4.0,6.0,1936.0,,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,,285.0,Unf,0.0,666.0,951.0,GasA,Ex,N,SBrkr,951.0,0.0,0.0,951.0,0.0,0.0,,,2.0,1.0,TA,6.0,Typ,,NA,Detchd,,Unf,,327.0,TA,TA,Y,,,,0.0,0.0,,NA,NA,NA,0.0,4.0,2006.0,WD,Abnorml,106500
120.0,RL,43,7052.0,,,,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,,TwnhsE,1Story,7.0,5.0,2005.0,,Gable,CompShg,VinylSd,VinylSd,,240,Gd,TA,PConc,Gd,TA,Av,GLQ,659.0,Unf,0.0,705.0,1364.0,GasA,Ex,Y,SBrkr,1364.0,,0.0,1364.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,,Typ,1.0,,Attchd,,,2.0,484.0,TA,TA,Y,192.0,36.0,0.0,0.0,0.0,0.0,,,,,6.0,,WD,Normal,185850
,RL,,,Pave,NA,Reg,Lvl,AllPub,Inside,,Blmngtn,Norm,,TwnhsE,1Story,7.0,,2007.0,2007.0,Hip,CompShg,VinylSd,VinylSd,,130,Gd,TA,PConc,Gd,TA,,ALQ,988.0,Unf,0.0,398.0,,GasA,Ex,,SBrkr,1569.0,0.0,0.0,1569.0,0.0,1.0,2.0,,,1.0,Gd,7.0,Typ,,TA,Attchd,2007,RFn,3.0,660.0,TA,TA,,,20.0,0.0,0.0,,0.0,NA,NA,NA,,5.0,2009.0,,,175900
60.0,RL,58,,Pave,NA,IR2,Lvl,AllPub,CulDSac,Gtl,,Norm,Norm,1Fam,2Story,7.0,5.0,1998.0,1998.0,Gable,CompShg,,VinylSd,BrkFace,30,Gd,,PConc,Gd,TA,,,,Unf,0.0,,1195.0,GasA,,Y,,1195.0,,0.0,1839.0,,0.0,2.0,1.0,4.0,,TA,7.0,,0.0,,,1998,Fin,2.0,486.0,TA,TA,Y,,81.0,0.0,0.0,,0.0,NA,NA,NA,0.0,6.0,2010.0,WD,Normal,221000
20.0,RL,60,8430.0,Pave,,Reg,,AllPub,Inside,,CollgCr,Norm,Norm,1Fam,1Story,5.0,5.0,1978.0,,Gable,CompShg,HdBoard,HdBoard,BrkFace,136,TA,TA,CBlock,Gd,TA,,Rec,616.0,Unf,0.0,,1040.0,,TA,Y,SBrkr,1040.0,0.0,0.0,,0.0,,2.0,,3.0,1.0,TA,,,0.0,NA,,NA,NA,0.0,,,NA,Y,0.0,,,,0.0,0.0,,NA,NA,0.0,8.0,2009.0,WD,Normal,124000
,RL,70,8294.0,Pave,,Reg,Lvl,,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,,5.0,,1971.0,Gable,CompShg,,MetalSd,None,0,TA,TA,CBlock,TA,,No,Unf,0.0,Unf,0.0,,858.0,GasA,TA,Y,,872.0,,0.0,872.0,,0.0,,0.0,3.0,1.0,,,,0.0,NA,Detchd,,Unf,4.0,480.0,TA,TA,Y,,,0.0,0.0,0.0,0.0,,GdWo,NA,0.0,,,WD,Normal,123000
120.0,RM,32,4500.0,Pave,NA,Reg,,AllPub,FR2,Gtl,,Norm,Norm,TwnhsE,,6.0,,,1998.0,Hip,,VinylSd,VinylSd,BrkFace,,TA,,PConc,Ex,TA,,GLQ,866.0,Unf,0.0,338.0,1204.0,GasA,Ex,Y,SBrkr,1204.0,0.0,0.0,1204.0,,0.0,2.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,,Attchd,1998,Fin,2.0,,TA,TA,Y,0.0,,0.0,0.0,0.0,0.0,NA,,NA,0.0,6.0,2009.0,WD,Normal,162000
